signal_id,signal_date,zone_id,event_type,observed_count,expected_count,excess_count,z_score,risk_score,severity,confidence_score,confidence_label,evidence_class,source_granularity,source_file,decision_scope,recommended_action,data_limitations
OPS-EMS-OVERDOSE-911-RESPONSE-20250202,2025-02-02,Citywide,ems_overdose_911_response,66,53.0,13.0,0.9402,64.1,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250209,2025-02-09,Citywide,ems_overdose_911_response,68,53.0,15.0,1.0571,65.86,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250216,2025-02-16,Citywide,ems_overdose_911_response,66,54.5,11.5,0.8277,62.41,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250223,2025-02-23,Citywide,ems_overdose_911_response,74,57.5,16.5,1.3959,70.94,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20250301,2025-03-01,Citywide,overdose_death,66,46.0,20.0,1.4623,71.93,high,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250302,2025-03-02,Citywide,ems_overdose_911_response,74,60.0,14.0,1.1514,67.27,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250309,2025-03-09,Citywide,ems_overdose_911_response,58,63.5,-5.5,-0.4122,43.82,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250316,2025-03-16,Citywide,ems_overdose_911_response,73,63.5,9.5,0.8199,62.3,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250323,2025-03-23,Citywide,ems_overdose_911_response,61,66.0,-5.0,-0.436,43.46,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250330,2025-03-30,Citywide,ems_overdose_911_response,76,66.0,10.0,0.9315,63.97,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20250401,2025-04-01,Citywide,overdose_death,59,56.5,2.5,0.1405,52.11,watch,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250406,2025-04-06,Citywide,ems_overdose_911_response,65,67.0,-2.0,-0.2075,46.89,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250413,2025-04-13,Citywide,ems_overdose_911_response,77,66.0,11.0,1.2366,68.55,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250420,2025-04-20,Citywide,ems_overdose_911_response,63,67.0,-4.0,-0.4151,43.77,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250427,2025-04-27,Citywide,ems_overdose_911_response,70,67.0,3.0,0.3372,55.06,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20250501,2025-05-01,Citywide,overdose_death,58,60.5,-2.5,-0.224,46.64,watch,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250504,2025-05-04,Citywide,ems_overdose_911_response,74,69.0,5.0,0.6019,59.03,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250511,2025-05-11,Citywide,ems_overdose_911_response,71,71.5,-0.5,-0.0591,49.11,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250518,2025-05-18,Citywide,ems_overdose_911_response,56,72.0,-16.0,-1.8856,21.72,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250525,2025-05-25,Citywide,ems_overdose_911_response,72,70.5,1.5,0.1786,52.68,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250601,2025-06-01,Citywide,ems_overdose_911_response,57,70.5,-13.5,-1.6078,25.88,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20250601,2025-06-01,Citywide,overdose_death,44,60.5,-16.5,-2.1213,18.18,routine,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250608,2025-06-08,Citywide,ems_overdose_911_response,59,70.5,-11.5,-1.3696,29.46,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250615,2025-06-15,Citywide,ems_overdose_911_response,58,67.5,-9.5,-0.9858,35.21,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250622,2025-06-22,Citywide,ems_overdose_911_response,63,67.5,-4.5,-0.4047,43.93,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250629,2025-06-29,Citywide,ems_overdose_911_response,64,64.0,0.0,0.0,50.0,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20250701,2025-07-01,Citywide,overdose_death,52,60.5,-8.5,-0.9252,36.12,routine,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250706,2025-07-06,Citywide,ems_overdose_911_response,52,63.5,-11.5,-1.1933,32.1,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250713,2025-07-13,Citywide,ems_overdose_911_response,61,63.0,-2.0,-0.2075,46.89,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250720,2025-07-20,Citywide,ems_overdose_911_response,59,62.0,-3.0,-0.3679,44.48,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250727,2025-07-27,Citywide,ems_overdose_911_response,67,60.0,7.0,0.9037,63.56,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20250801,2025-08-01,Citywide,overdose_death,49,58.5,-9.5,-0.9154,36.27,routine,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250803,2025-08-03,Citywide,ems_overdose_911_response,57,60.0,-3.0,-0.3873,44.19,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250810,2025-08-10,Citywide,ems_overdose_911_response,73,59.0,14.0,1.8226,77.34,critical,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250817,2025-08-17,Citywide,ems_overdose_911_response,58,60.0,-2.0,-0.2582,46.13,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250824,2025-08-24,Citywide,ems_overdose_911_response,52,59.0,-7.0,-0.9113,36.33,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250831,2025-08-31,Citywide,ems_overdose_911_response,54,59.0,-5.0,-0.6509,40.24,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20250901,2025-09-01,Citywide,overdose_death,39,55.0,-16.0,-2.0276,19.59,routine,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250907,2025-09-07,Citywide,ems_overdose_911_response,58,58.5,-0.5,-0.0654,49.02,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250914,2025-09-14,Citywide,ems_overdose_911_response,52,58.5,-6.5,-0.8498,37.25,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250921,2025-09-21,Citywide,ems_overdose_911_response,47,58.0,-11.0,-1.4444,28.33,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20250928,2025-09-28,Citywide,ems_overdose_911_response,62,57.5,4.5,0.5934,58.9,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20251001,2025-10-01,Citywide,overdose_death,35,50.5,-15.5,-1.4935,27.6,routine,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251005,2025-10-05,Citywide,ems_overdose_911_response,67,58.0,9.0,1.1818,67.73,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251012,2025-10-12,Citywide,ems_overdose_911_response,64,58.0,6.0,0.7878,61.82,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251019,2025-10-19,Citywide,ems_overdose_911_response,39,58.0,-19.0,-2.1359,17.96,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251026,2025-10-26,Citywide,ems_overdose_911_response,65,57.5,7.5,0.8224,62.34,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20251101,2025-11-01,Citywide,overdose_death,51,46.5,4.5,0.467,57.0,watch,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251102,2025-11-02,Citywide,ems_overdose_911_response,59,58.0,1.0,0.1062,51.59,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251109,2025-11-09,Citywide,ems_overdose_911_response,61,58.0,3.0,0.3372,55.06,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251116,2025-11-16,Citywide,ems_overdose_911_response,70,58.5,11.5,1.2928,69.39,high,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251123,2025-11-23,Citywide,ems_overdose_911_response,47,60.0,-13.0,-1.4621,28.07,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251130,2025-11-30,Citywide,ems_overdose_911_response,63,60.0,3.0,0.319,54.78,watch,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-OVERDOSE-DEATH-20251201,2025-12-01,Citywide,overdose_death,40,46.5,-6.5,-0.8768,36.85,routine,0.45,low,real_public_aggregate,monthly,datasf_jxrr-bmra_preliminary-unintentional-drug-overdose-deaths.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251207,2025-12-07,Citywide,ems_overdose_911_response,39,61.5,-22.5,-2.3598,14.6,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251214,2025-12-14,Citywide,ems_overdose_911_response,43,61.5,-18.5,-1.6947,24.58,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
OPS-EMS-OVERDOSE-911-RESPONSE-20251221,2025-12-21,Citywide,ems_overdose_911_response,38,61.5,-23.5,-2.0794,18.81,routine,0.45,low,real_public_aggregate,weekly,datasf_ed3a-sn39_overdose-related-911-responses-by-emergency-medical-services.csv,citywide_readiness_only,Validate with internal incident data before geographic deployment,Citywide aggregate; no incident coordinates or exact timestamps. Do not infer neighborhood-level risk or causality.
